relpath,lineage_id,kind,status,first_qualified_name,last_qualified_name,first_commit,first_date,last_commit,last_date,modification_count,age_days,relative_churn,change_entropy,review_count,ended,had_rename_or_move,pre_touch_count,post_touch_count,pre_window_days,post_window_days,pre_churn_rate,post_churn_rate,repo_id,full_name,language
backend/aci/alembic/env.py,0,callable,ok,backend.aci.alembic.env._check_and_get_env_variable,backend.aci.alembic.env._check_and_get_env_variable,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.14285714285714285,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/env.py,1,callable,ok,backend.aci.alembic.env._get_db_url,backend.aci.alembic.env._get_db_url,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.1111111111111111,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/env.py,2,callable,ok,backend.aci.alembic.env.run_migrations_offline,backend.aci.alembic.env.run_migrations_offline,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.047619047619047616,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/env.py,3,callable,ok,backend.aci.alembic.env.run_migrations_online,backend.aci.alembic.env.run_migrations_online,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.05,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_01_10_1906-c6f47d7d2fa1_first_migration.py,0,callable,ok,backend.aci.alembic.versions.2025_01_10_1906-c6f47d7d2fa1_first_migration.upgrade,backend.aci.alembic.versions.2025_01_10_1906-c6f47d7d2fa1_first_migration.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.004132231404958678,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_01_10_1906-c6f47d7d2fa1_first_migration.py,1,callable,ok,backend.aci.alembic.versions.2025_01_10_1906-c6f47d7d2fa1_first_migration.downgrade,backend.aci.alembic.versions.2025_01_10_1906-c6f47d7d2fa1_first_migration.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.014925373134328358,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_01_27_1657-adcfaa729f61_added_custom_instructions_to_agent_table.py,0,callable,ok,backend.aci.alembic.versions.2025_01_27_1657-adcfaa729f61_added_custom_instructions_to_agent_table.upgrade,backend.aci.alembic.versions.2025_01_27_1657-adcfaa729f61_added_custom_instructions_to_agent_table.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.3333333333333333,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_01_27_1657-adcfaa729f61_added_custom_instructions_to_agent_table.py,1,callable,ok,backend.aci.alembic.versions.2025_01_27_1657-adcfaa729f61_added_custom_instructions_to_agent_table.downgrade,backend.aci.alembic.versions.2025_01_27_1657-adcfaa729f61_added_custom_instructions_to_agent_table.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.3333333333333333,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_02_10_2318-6482e8fa201e_store_app_name_function_name_for_non_.py,0,callable,ok,backend.aci.alembic.versions.2025_02_10_2318-6482e8fa201e_store_app_name_function_name_for_non_.upgrade,backend.aci.alembic.versions.2025_02_10_2318-6482e8fa201e_store_app_name_function_name_for_non_.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.043478260869565216,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_02_10_2318-6482e8fa201e_store_app_name_function_name_for_non_.py,1,callable,ok,backend.aci.alembic.versions.2025_02_10_2318-6482e8fa201e_store_app_name_function_name_for_non_.downgrade,backend.aci.alembic.versions.2025_02_10_2318-6482e8fa201e_store_app_name_function_name_for_non_.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.043478260869565216,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_08_1922-70dd635d80d4_add_new_protocol_enum_value.py,0,callable,ok,backend.aci.alembic.versions.2025_03_08_1922-70dd635d80d4_add_new_protocol_enum_value.upgrade,backend.aci.alembic.versions.2025_03_08_1922-70dd635d80d4_add_new_protocol_enum_value.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.3333333333333333,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_08_1922-70dd635d80d4_add_new_protocol_enum_value.py,1,callable,ok,backend.aci.alembic.versions.2025_03_08_1922-70dd635d80d4_add_new_protocol_enum_value.downgrade,backend.aci.alembic.versions.2025_03_08_1922-70dd635d80d4_add_new_protocol_enum_value.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.2,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_10_2339-28702a5576f5_change_agent_level_app_function_acl.py,0,callable,ok,backend.aci.alembic.versions.2025_03_10_2339-28702a5576f5_change_agent_level_app_function_acl.upgrade,backend.aci.alembic.versions.2025_03_10_2339-28702a5576f5_change_agent_level_app_function_acl.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.2,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_10_2339-28702a5576f5_change_agent_level_app_function_acl.py,1,callable,ok,backend.aci.alembic.versions.2025_03_10_2339-28702a5576f5_change_agent_level_app_function_acl.downgrade,backend.aci.alembic.versions.2025_03_10_2339-28702a5576f5_change_agent_level_app_function_acl.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.2,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_11_2315-949afaf258c3_json_to_jsonb.py,0,callable,ok,backend.aci.alembic.versions.2025_03_11_2315-949afaf258c3_json_to_jsonb.upgrade,backend.aci.alembic.versions.2025_03_11_2315-949afaf258c3_json_to_jsonb.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.029411764705882353,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_11_2315-949afaf258c3_json_to_jsonb.py,1,callable,ok,backend.aci.alembic.versions.2025_03_11_2315-949afaf258c3_json_to_jsonb.downgrade,backend.aci.alembic.versions.2025_03_11_2315-949afaf258c3_json_to_jsonb.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.029411764705882353,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_14_2000-1b82aeb7431f_create_secret_table.py,0,callable,ok,backend.aci.alembic.versions.2025_03_14_2000-1b82aeb7431f_create_secret_table.upgrade,backend.aci.alembic.versions.2025_03_14_2000-1b82aeb7431f_create_secret_table.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.07692307692307693,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_03_14_2000-1b82aeb7431f_create_secret_table.py,1,callable,ok,backend.aci.alembic.versions.2025_03_14_2000-1b82aeb7431f_create_secret_table.downgrade,backend.aci.alembic.versions.2025_03_14_2000-1b82aeb7431f_create_secret_table.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.3333333333333333,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_04_11_1237-af2ecf7ca19a_drop_owner_id_column_of_project_table.py,0,callable,ok,backend.aci.alembic.versions.2025_04_11_1237-af2ecf7ca19a_drop_owner_id_column_of_project_table.upgrade,backend.aci.alembic.versions.2025_04_11_1237-af2ecf7ca19a_drop_owner_id_column_of_project_table.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.25,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_04_11_1237-af2ecf7ca19a_drop_owner_id_column_of_project_table.py,1,callable,ok,backend.aci.alembic.versions.2025_04_11_1237-af2ecf7ca19a_drop_owner_id_column_of_project_table.downgrade,backend.aci.alembic.versions.2025_04_11_1237-af2ecf7ca19a_drop_owner_id_column_of_project_table.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.25,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_04_11_1238-bce2fbe6273b_drop_user_entity_organization_etc_tables.py,0,callable,ok,backend.aci.alembic.versions.2025_04_11_1238-bce2fbe6273b_drop_user_entity_organization_etc_tables.upgrade,backend.aci.alembic.versions.2025_04_11_1238-bce2fbe6273b_drop_user_entity_organization_etc_tables.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.14285714285714285,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_04_11_1238-bce2fbe6273b_drop_user_entity_organization_etc_tables.py,1,callable,ok,backend.aci.alembic.versions.2025_04_11_1238-bce2fbe6273b_drop_user_entity_organization_etc_tables.downgrade,backend.aci.alembic.versions.2025_04_11_1238-bce2fbe6273b_drop_user_entity_organization_etc_tables.downgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.02,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
backend/aci/alembic/versions/2025_04_15_0929-c5978747c602_add_encrypted_key_and_key_hmac_columns_.py,0,callable,ok,backend.aci.alembic.versions.2025_04_15_0929-c5978747c602_add_encrypted_key_and_key_hmac_columns_.upgrade,backend.aci.alembic.versions.2025_04_15_0929-c5978747c602_add_encrypted_key_and_key_hmac_columns_.upgrade,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,36453c15b65aec9d151f70cf7e27a119b94bd6f1,2025-04-18T19:51:27+01:00,1,404,0.16666666666666666,,,False,False,1,0,30.08,0.0,0.03324769998260653,,859956307.0,aipotheosis-labs/aci,Python
