repo_id,full_name,language,track,target_date,commit_sha,error
710601088.0,crewAIInc/crewAI,Python,A2,2025-01-17T20:52:41+00:00,30d027158a04e633b42b21f246478a9af61a9ce1,crewAIInc/crewAI@30d02715 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI\30d027158a04e633b42b21f246478a9af61a9ce1 - run materialize_snapshots.py (Phase 1e) first
710601088.0,crewAIInc/crewAI,Python,A2,2025-01-24T20:52:41+00:00,8c76bad50f5bb72b061500910dfb14c4defe7185,crewAIInc/crewAI@8c76bad5 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI\8c76bad50f5bb72b061500910dfb14c4defe7185 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-02-01T00:00:00+00:00,cae7e9fbf0bc09b6af695d9f405873c18be7f04a,crewAIInc/crewAI-tools@cae7e9fb not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\cae7e9fbf0bc09b6af695d9f405873c18be7f04a - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-03-01T00:00:00+00:00,74c74bb822152a1abd006b140e0e858665594365,crewAIInc/crewAI-tools@74c74bb8 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\74c74bb822152a1abd006b140e0e858665594365 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-04-01T00:00:00+00:00,1abbdcba4ab49406109c8c07df54072e40619b52,crewAIInc/crewAI-tools@1abbdcba not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\1abbdcba4ab49406109c8c07df54072e40619b52 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-05-01T00:00:00+00:00,5b02473c9c25ee4d81db75c5ab5fa0ebd54b7dda,crewAIInc/crewAI-tools@5b02473c not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\5b02473c9c25ee4d81db75c5ab5fa0ebd54b7dda - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-06-01T00:00:00+00:00,49f5d8b212f0bce5861074092a2778647cdde747,crewAIInc/crewAI-tools@49f5d8b2 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\49f5d8b212f0bce5861074092a2778647cdde747 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-07-01T00:00:00+00:00,4cc086e4f770d6dfc395ed37f1ee809bc6810df3,crewAIInc/crewAI-tools@4cc086e4 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\4cc086e4f770d6dfc395ed37f1ee809bc6810df3 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-08-01T00:00:00+00:00,ac530258dcaaeb278cbf228eca8a4a83e7eb5fb5,crewAIInc/crewAI-tools@ac530258 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\ac530258dcaaeb278cbf228eca8a4a83e7eb5fb5 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-09-01T00:00:00+00:00,7972c8a9d438024f94efb933c5750ed7d65dfd61,crewAIInc/crewAI-tools@7972c8a9 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\7972c8a9d438024f94efb933c5750ed7d65dfd61 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-10-01T00:00:00+00:00,6ed996dfc0b7ff33134c7e922f9c3afbdca2f585,crewAIInc/crewAI-tools@6ed996df not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\6ed996dfc0b7ff33134c7e922f9c3afbdca2f585 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A1,2024-11-01T00:00:00+00:00,b2beaac7ce4601dc2126633436725f7471b198de,crewAIInc/crewAI-tools@b2beaac7 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\b2beaac7ce4601dc2126633436725f7471b198de - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A2,2024-01-28T00:55:17+00:00,cae7e9fbf0bc09b6af695d9f405873c18be7f04a,crewAIInc/crewAI-tools@cae7e9fb not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\cae7e9fbf0bc09b6af695d9f405873c18be7f04a - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A2,2024-05-28T00:55:17+00:00,49f5d8b212f0bce5861074092a2778647cdde747,crewAIInc/crewAI-tools@49f5d8b2 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\49f5d8b212f0bce5861074092a2778647cdde747 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A2,2024-06-28T00:55:17+00:00,4cc086e4f770d6dfc395ed37f1ee809bc6810df3,crewAIInc/crewAI-tools@4cc086e4 not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\4cc086e4f770d6dfc395ed37f1ee809bc6810df3 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A2,2024-09-28T00:55:17+00:00,6ed996dfc0b7ff33134c7e922f9c3afbdca2f585,crewAIInc/crewAI-tools@6ed996df not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\6ed996dfc0b7ff33134c7e922f9c3afbdca2f585 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A2,2024-10-05T00:55:17+00:00,6ed996dfc0b7ff33134c7e922f9c3afbdca2f585,crewAIInc/crewAI-tools@6ed996df not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\6ed996dfc0b7ff33134c7e922f9c3afbdca2f585 - run materialize_snapshots.py (Phase 1e) first
742063678.0,crewAIInc/crewAI-tools,Python,A2,2024-10-12T00:55:17+00:00,6ed996dfc0b7ff33134c7e922f9c3afbdca2f585,crewAIInc/crewAI-tools@6ed996df not materialized at C:\Users\kvrlv\Projects\Codebook_AIDev\data\snapshots\crewAIInc__crewAI-tools\6ed996dfc0b7ff33134c7e922f9c3afbdca2f585 - run materialize_snapshots.py (Phase 1e) first
